NSN;Price;common_name
7110-01-622-3752;928.87;Lounge Chair
7110-01-622-3755;1867.13;Two Seat Sofa
7110-01-622-3759;928.87;Lounge Chair
7110-01-622-3763;1867.13;Two Seat Sofa
7110-01-622-3764;928.87;Lounge Chair
7110-01-622-3767;928.87;Lounge Chair
7110-01-622-3769;1260.27;High Back Executive Office Chair
7110-01-622-3771;955.26;High Back Executive Office Chair
7110-01-622-3772;928.87;Lounge Chair
7110-01-622-3773;955.26;High Back Executive Office Chair
7110-01-622-3775;914.55;Mid Back Executive Office Chair
7110-01-622-3776;914.55;Mid Back Executive Office Chair
7110-01-622-3779;955.26;High Back Executive Office Chair
7110-01-622-3781;955.26;High Back Executive Office Chair
7110-01-622-3783;755.71;Closed Arm Guest Chair
7110-01-622-3784;1453.7;Lounge Chair
7110-01-622-3785;955.26;High Back Executive Office Chair
7110-01-622-3786;1236.7;Mid Back Executive Office Chair
7110-01-622-3787;1236.7;Mid Back Executive Office Chair
7110-01-622-3789;1236.7;Mid Back Executive Office Chair
7110-01-622-3790;914.55;Mid Back Executive Office Chair
7110-01-622-3791;914.55;Mid Back Executive Office Chair
7110-01-622-3792;914.55;Mid Back Executive Office Chair
7110-01-622-3793;914.55;Mid Back Executive Office Chair
7110-01-622-4200;629.53;Open Arm Guest Chair
7110-01-622-4201;785.24;Armless Guest Chair
7110-01-622-4202;629.53;Open Arm Guest Chair
7110-01-622-4203;629.53;Open Arm Guest Chair
7110-01-622-4204;451.4;Open Arm Guest Chair
7110-01-622-4205;629.53;Open Arm Guest Chair
7110-01-622-4206;570.47;Armless Guest Chair
7110-01-622-4207;570.47;Armless Guest Chair
7110-01-622-4209;629.53;Open Arm Guest Chair
7110-01-622-4212;570.47;Armless Guest Chair
7110-01-622-4213;785.24;Armless Guest Chair
7110-01-622-4214;570.47;Armless Guest Chair
7110-01-622-4215;570.47;Armless Guest Chair
7110-01-622-4218;570.47;Armless Guest Chair
7110-01-622-4220;785.24;Armless Guest Chair
7110-01-622-4223;570.47;Armless Guest Chair
7110-01-622-4245;1033.11;Closed Arm Guest Chair
7110-01-622-4252;1033.11;Closed Arm Guest Chair
7110-01-622-4257;1033.11;Closed Arm Guest Chair
7110-01-622-4258;755.71;Closed Arm Guest Chair
7110-01-622-4259;755.71;Closed Arm Guest Chair
7110-01-622-4260;755.71;Closed Arm Guest Chair
7110-01-622-4261;755.71;Closed Arm Guest Chair
7110-01-622-4262;612.15;Open Arm Guest Chair
7110-01-622-4263;755.71;Closed Arm Guest Chair
7110-01-622-4264;865.78;Open Arm Guest Chair
7110-01-622-4265;865.78;Open Arm Guest Chair
7110-01-622-4266;755.71;Closed Arm Guest Chair
7110-01-622-4654;1453.7;Lounge Chair
7110-01-622-4655;928.87;Lounge Chair
7110-01-622-4656;1453.7;Lounge Chair
7110-01-622-4657;928.87;Lounge Chair
7110-01-622-4658;1188.82;Two Seat Sofa
7110-01-622-4659;928.87;Lounge Chair
7110-01-622-4660;1188.82;Two Seat Sofa
7110-01-622-4661;928.87;Lounge Chair
7110-01-622-4662;928.87;Lounge Chair
7110-01-622-4663;1188.82;Two Seat Sofa
7110-01-622-4666;1867.13;Two Seat Sofa
7110-01-622-4667;1867.13;Two Seat Sofa
7110-01-622-4671;1453.7;Lounge Chair
7110-01-622-5469;928.87;Lounge Chair
7110-01-624-1137;1475.17;Three Seat Sofa
7110-01-630-5155;132.64;Marker Board
7110-01-630-5156;75.08;Marker Board
7110-01-630-5157;404.58;High Back Task Chair with Adjustable Headrest
7110-01-630-5158;43.73;Marker Board
7110-01-630-5159;302.35;Mid Back Task Chair
7110-01-630-5161;304.55;Mid Back Task Chair
7110-01-630-5163;300.71;Mid Back Task Chair
7110-01-630-5164;300.71;Mid Back Task Chair
7110-01-630-5165;300.71;Mid Back Task Chair
7110-01-630-5166;430.4;Marker Board
7110-01-630-5167;227.63;Marker Board
7110-01-630-5168;214.23;Nesting Chair
7110-01-630-5169;84.43;Marker Board
7110-01-630-5170;425.64;Marker Board
7110-01-630-5171;173.14;Marker Board
7110-01-630-5172;300.71;Mid Back Task Chair
7110-01-630-5173;404.58;High Back Task Chair with Adjustable Headrest
7110-01-630-5174;398.04;High Back Task Chair with Adjustable Headrest
7110-01-630-5175;404.58;High Back Task Chair with Adjustable Headrest
7110-01-630-5176;404.58;High Back Task Chair with Adjustable Headrest
7110-01-630-5177;345.64;High Back Task Chair with Headrest
7110-01-630-5178;345.64;High Back Task Chair with Headrest
7110-01-630-5179;190.36;Guest Chair
7110-01-630-5180;345.64;High Back Task Chair with Headrest
7110-01-630-5181;345.64;High Back Task Chair with Headrest
7110-01-630-5182;400.75;24/7 Intensive Use Task Chair
7110-01-642-9853;1213.54;Single Pedestal Desk
7110-01-642-9854;1213.54;Single Pedestal Desk
7110-01-642-9855;1223.53;Writing Desk/Table
7110-01-642-9856;1213.54;Single Pedestal Desk
7110-01-642-9858;1916.88;Pedestal Desk with Pedestal Return
7110-01-642-9859;1362.01;Credenza
7110-01-643-0782;1213.54;Single Pedestal Desk
7110-01-651-1286;117.55;Marker Board
7110-01-651-1287;215.82;Marker Board
7110-01-651-1288;336.49;Marker Board
7110-01-651-1289;519.9;Marker Board
7110-01-651-1290;61.23;Marker Board
7110-01-651-1291;121.75;Marker Board
7110-01-651-1292;213.42;Marker Board
7110-01-651-1293;36.88;Marker Board
7110-01-651-1294;44.88;Marker Board
7110-01-651-1295;373.92;Marker Board
7110-01-651-1296;74.53;Marker Board
7110-01-651-1297;60.49;Marker Board
7110-01-651-1299;109.6;Marker Board
7110-01-653-5899;425.73;Electric Powered Desktop Sit-Stand Workstation
7110-01-653-5900;423.57;Electric Powered Desktop Sit-Stand Workstation
7110-01-653-5901;517.03;Sit-To-Stand Work Surface or Desktop
7110-01-653-5903;502.03;Sit-To-Stand Work Surface or Desktop
7110-01-653-6726;488.15;Sit-To-Stand Work Surface or Desktop
7110-01-653-7595;531.65;Sit-To-Stand Work Surface or Desktop
7110-01-654-7920;2129.51;Double Pedestal Desk
7110-01-654-7921;2129.51;Double Pedestal Desk
7110-01-654-8322;4388.35;"""U-Shape"" Desk"
7110-01-654-8323;4206.64;"""U-Shape"" Desk"
7110-01-654-8324;4388.35;"""U-Shape"" Desk"
7110-01-654-8325;4206.64;"""U-Shape"" Desk"
7110-01-654-8326;4388.35;"""U-Shape"" Desk"
7110-01-654-8327;4206.64;"""U-Shape"" Desk"
7110-01-654-8328;2512.09;Hutch Cabinet
7110-01-654-8329;4388.35;"""U-Shape"" Desk"
7110-01-654-8330;1447.95;Hutch Cabinet
7110-01-654-8331;4206.64;"""U-Shape"" Desk"
7110-01-654-8332;1447.95;Hutch Cabinet
7110-01-654-8333;1856.81;Lateral File Cabinet
7110-01-654-8334;2061.32;Hutch Cabinet
7110-01-654-8335;1856.31;Lateral File Cabinet
7110-01-654-8336;2061.32;Hutch Cabinet
7110-01-654-8337;2327.88;Lateral File Cabinet
7110-01-654-8338;2327.88;Lateral File Cabinet
7110-01-654-8339;2512.09;Hutch Cabinet
7110-01-654-8340;2258.43;Hutch Cabinet
7110-01-654-8341;2258.43;Hutch Cabinet
7110-01-654-8342;2621.87;Hutch Cabinet
7110-01-654-8343;2621.87;Hutch Cabinet
7110-01-659-7049;430.22;Electric Powered Desktop Sit-Stand Workstation
7110-01-659-7050;430.22;Electric Powered Desktop Sit-Stand Workstation
7110-01-668-1118;2522.24;Stand Bias Workstation, Bar Height Unit
7110-01-668-1119;2453.08;Stand Bias Workstation, Bar Height Unit
7110-01-668-1120;2453.08;Stand Bias Workstation, Bar Height Unit
7110-01-668-1121;2453.08;Stand Bias Workstation, Bar Height Unit
7110-01-668-1123;2522.24;Stand Bias Workstation, Bar Height Unit
7110-01-668-1124;2522.24;Stand Bias Workstation, Bar Height Unit
7110-01-668-1125;2388.19;Stand Bias Workstation, Bar Height Unit
7110-01-668-1126;1976.08;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1127;1976.08;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1128;1938.29;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1129;2388.19;Stand Bias Workstation, Bar Height Unit
7110-01-668-1130;1938.29;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1131;1938.29;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1132;1911.2;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1133;2388.19;Stand Bias Workstation, Bar Height Unit
7110-01-668-1134;1911.2;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1135;2457.35;Stand Bias Workstation, Bar Height Unit
7110-01-668-1136;1911.2;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1137;2457.35;Stand Bias Workstation, Bar Height Unit
7110-01-668-1138;1873.41;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1139;1873.41;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1140;2457.35;Stand Bias Workstation, Bar Height Unit
7110-01-668-1141;1873.41;Stand Bias Workstation, Adjustable Height Unit
7110-01-668-1142;1976.08;Stand Bias Workstation, Adjustable Height Unit
7110-01-669-5638;58.48;Kensington®/SKILCRAFT® Ergonomic Back Rest
7110-01-671-6415;162.85;Bi-Fold Folding Table
7110-01-671-6416;273.24;Adjustable Height Folding Table
7110-01-671-6417;133.09;Rectangular Folding Table
7110-01-671-6418;374.15;Rectangular Folding Table
7110-01-677-8325;562.8;Bookcase
7110-01-677-8326;448.05;Bookcase
7110-01-677-8327;562.8;Bookcase
7110-01-677-8328;595.59;Round Meeting Table
7110-01-677-8329;595.59;Round Meeting Table
7110-01-677-8330;657.37;Round Meeting Table
7110-01-677-8331;657.37;Round Meeting Table
7110-01-677-8332;1123.08;Rectangular Conference Table
7110-01-677-8333;1403.43;Boat-Shape Conference Table
7110-01-677-8334;1123.08;Rectangular Conference Table
7110-01-677-8335;767.91;Single Pedestal Desk
7110-01-677-8336;767.91;Single Pedestal Desk
7110-01-677-8337;1403.43;Boat-Shape Conference Table
7110-01-677-8338;801.11;Single Pedestal Desk
7110-01-677-8339;2267.17;Boat-Shape Conference Table
7110-01-677-8340;801.11;Single Pedestal Desk
7110-01-677-8341;767.91;Single Pedestal Desk
7110-01-677-8342;2267.17;Boat-Shape Conference Table
7110-01-677-8343;801.11;Single Pedestal Desk
7110-01-677-8344;767.91;Single Pedestal Desk
7110-01-677-8345;877.2;Double Pedestal Desk
7110-01-677-8346;801.11;Single Pedestal Desk
7110-01-677-8348;912.08;Surface Mounted Hutch
7110-01-677-8350;912.08;Surface Mounted Hutch
7110-01-677-8351;877.2;Double Pedestal Desk
7110-01-677-8352;943.18;Surface Mounted Hutch
7110-01-677-8353;909.56;Double Pedestal Desk
7110-01-677-8354;943.18;Surface Mounted Hutch
7110-01-677-8355;909.56;Double Pedestal Desk
7110-01-677-8356;1072.64;Double Pedestal Bowfront Desk
7110-01-677-8357;474.54;Mobile Pedestal with Cushion Top
7110-01-677-8358;381.23;Bookcase
7110-01-677-8359;1072.64;Double Pedestal Bowfront Desk
7110-01-677-8360;892.33;Storage Credenza
7110-01-677-8361;474.54;Mobile Pedestal with Cushion Top
7110-01-677-8362;381.23;Bookcase
7110-01-677-8363;448.05;Bookcase
7110-01-677-8364;892.33;Storage Credenza
7110-01-677-8365;931.83;Storage Credenza
7110-01-677-8366;931.83;Storage Credenza
7110-01-677-8855;2215.89;L-Shape Pedestal Desk with Hutch
7110-01-677-8856;2207.48;L-Shape Peninsula Desk and Hutch
7110-01-677-8858;1297.51;L-Shape Pedestal Desk
7110-01-677-8859;1297.51;L-Shape Pedestal Desk
7110-01-677-8860;1305.92;L-Shape Pedestal Desk
7110-01-677-8861;1305.92;L-Shape Pedestal Desk
7110-01-677-8862;1297.51;L-Shape Pedestal Desk
7110-01-677-8863;1305.92;L-Shape Pedestal Desk
7110-01-677-8864;1297.51;L-Shape Pedestal Desk
7110-01-677-8865;1305.92;L-Shape Pedestal Desk
7110-01-677-8866;2215.89;L-Shape Pedestal Desk with Hutch
7110-01-677-8867;1289.1;L-Shape Peninsula Desk
7110-01-677-8868;2215.89;L-Shape Pedestal Desk with Hutch
7110-01-677-8869;1289.1;L-Shape Peninsula Desk
7110-01-677-8870;1289.1;L-Shape Peninsula Desk
7110-01-677-8871;1289.1;L-Shape Peninsula Desk
7110-01-677-8872;2207.48;L-Shape Peninsula Desk and Hutch
7110-01-677-8873;2207.48;L-Shape Peninsula Desk and Hutch
7110-01-677-9546;2215.89;L-Shape Pedestal Desk with Hutch
7110-01-677-9547;1315.16;Height Adjustable Table
7110-01-677-9548;1315.16;Height Adjustable Table
7110-01-677-9550;1326.51;Height Adjustable Table
7110-01-677-9551;1315.16;Height Adjustable Table
7110-01-677-9552;1326.51;Height Adjustable Table
7110-01-677-9553;2922.02;Double Pedestal Office Grouping
7110-01-677-9554;2922.02;Double Pedestal Office Grouping
7110-01-677-9558;2633.26;Double Pedestal Office Grouping
7110-01-677-9559;2633.26;Double Pedestal Office Grouping
7110-01-677-9860;2254.98;L-Shape Bowfront Desk with Hutch
7110-01-677-9861;2254.98;L-Shape Bowfront Desk with Hutch
7110-01-677-9862;2207.48;L-Shape Peninsula Desk and Hutch
7110-01-677-9863;2254.98;L-Shape Bowfront Desk with Hutch
7110-01-677-9864;1485.81;L-Shape Bowfront Desk
7110-01-677-9865;1485.81;L-Shape Bowfront Desk
7110-01-677-9867;1485.81;L-Shape Bowfront Desk
7110-01-677-9868;1485.81;L-Shape Bowfront Desk
7110-01-678-0217;1326.51;Height Adjustable Table
7110-01-678-0518;2254.98;L-Shape Bowfront Desk with Hutch
7110-01-678-1757;2621.49;U-Shape Peninsula Desk with Hutch
7110-01-678-1758;2621.49;U-Shape Peninsula Desk with Hutch
7110-01-678-1760;2621.49;U-Shape Peninsula Desk with Hutch
7110-01-678-2077;1920.83;Height Adjustable L-Shape Workstation
7110-01-678-2401;2672.36;U-Shape Pedestal Desk with Hutch
7110-01-678-2402;2840.9;U-Shape Bowfront Desk with Hutch
7110-01-678-2403;2672.36;U-Shape Pedestal Desk with Hutch
7110-01-678-2404;2840.9;U-Shape Bowfront Desk with Hutch
7110-01-678-2405;1691.77;U-Shape Peninsula Desk
7110-01-678-2406;2840.9;U-Shape Bowfront Desk with Hutch
7110-01-678-2407;1691.77;U-Shape Peninsula Desk
7110-01-678-2408;1691.77;U-Shape Peninsula Desk
7110-01-678-2409;1691.77;U-Shape Peninsula Desk
7110-01-678-2410;2621.49;U-Shape Peninsula Desk with Hutch
7110-01-678-2412;1897.72;U-Shape Bowfront Desk
7110-01-678-2413;1920.83;Height Adjustable L-Shape Workstation
7110-01-678-2414;2629.9;U-Shape Pedestal Desk with Hutch
7110-01-678-2415;1932.18;Height Adjustable L-Shape Workstation
7110-01-678-2416;1897.92;U-Shape Bowfront Desk
7110-01-678-2417;1920.83;Height Adjustable L-Shape Workstation
7110-01-678-2418;2629.9;U-Shape Pedestal Desk with Hutch
7110-01-678-2419;1897.72;U-Shape Bowfront Desk
7110-01-678-2420;1932.18;Height Adjustable L-Shape Workstation
7110-01-678-2421;1700.17;U-Shape Pedestal Desk
7110-01-678-2422;2672.36;U-Shape Pedestal Desk with Hutch
7110-01-678-2423;1700.17;U-Shape Pedestal Desk
7110-01-678-2424;1932.18;Height Adjustable L-Shape Workstation
7110-01-678-2425;1920.83;Height Adjustable L-Shape Workstation
7110-01-678-2426;2672.36;U-Shape Pedestal Desk with Hutch
7110-01-678-2427;1700.17;U-Shape Pedestal Desk
7110-01-678-2428;1932.18;Height Adjustable L-Shape Workstation
7110-01-678-2429;1920.83;Height Adjustable L-Shape Workstation
7110-01-678-2430;1932.18;Height Adjustable L-Shape Workstation
7110-01-678-2431;1932.18;Height Adjustable L-Shape Workstation
7110-01-678-2432;2629.9;U-Shape Pedestal Desk with Hutch
7110-01-678-2433;1920.83;Height Adjustable L-Shape Workstation
7110-01-678-2434;2629.9;U-Shape Pedestal Desk with Hutch
7110-01-678-3059;1700.17;U-Shape Pedestal Desk
7110-01-678-3060;1897.72;U-Shape Bowfront Desk
7110-01-678-3061;2840.9;U-Shape Bowfront Desk with Hutch
7110-01-679-2622;1066.22;Two Seat Sofa
7110-01-679-2623;647.88;Open Arm Guest Chair
7110-01-679-2624;647.88;Open Arm Guest Chair
7110-01-679-2625;1066.22;Two Seat Sofa
7110-01-679-2626;1066.22;Two Seat Sofa
7110-01-679-2627;1336.02;Lounge Chair
7110-01-679-2628;1336.02;Lounge Chair
7110-01-679-2629;1336.02;Lounge Chair
7110-01-679-2631;1066.22;Two Seat Sofa
7110-01-679-2632;1066.22;Two Seat Sofa
7110-01-679-2633;1164.55;Three Seat Sofa
7110-01-679-2634;2101.58;Three Seat Sofa
7110-01-679-2635;820.58;Lounge Chair
7110-01-679-2636;820.58;Lounge Chair
7110-01-679-2637;2101.58;Three Seat Sofa
7110-01-679-2638;820.58;Lounge Chair
7110-01-679-2639;2101.58;Three Seat Sofa
7110-01-679-2640;820.58;Lounge Chair
7110-01-679-2641;1306.94;Three Seat Sofa
7110-01-679-2642;820.58;Lounge Chair
7110-01-679-2643;1306.94;Three Seat Sofa
7110-01-679-2644;820.58;Lounge Chair
7110-01-679-2645;820.58;Lounge Chair
7110-01-679-2646;1306.94;Three Seat Sofa
7110-01-679-2647;944.98;High Back Executive Office Chair
7110-01-679-2648;820.58;Lounge Chair
7110-01-679-2649;1306.94;Three Seat Sofa
7110-01-679-2650;944.98;High Back Executive Office Chair
7110-01-679-2651;1697.55;Two Seat Sofa
7110-01-679-2652;1306.94;Three Seat Sofa
7110-01-679-2653;944.98;High Back Executive Office Chair
7110-01-679-2654;1697.55;Two Seat Sofa
7110-01-679-2655;1306.94;Three Seat Sofa
7110-01-679-2656;760.18;High Back Executive Office Chair
7110-01-679-2657;1697.55;Two Seat Sofa
7110-01-679-2658;1306.94;Three Seat Sofa
7110-01-679-2659;760.18;High Back Executive Office Chair
7110-01-679-2660;432.66;Corner Table
7110-01-679-2661;1697.55;Two Seat Sofa
7110-01-679-2662;760.18;High Back Executive Office Chair
7110-01-679-2663;1066.22;Two Seat Sofa
7110-01-679-2664;432.66;Corner Table
7110-01-679-2665;760.18;High Back Executive Office Chair
7110-01-679-2666;1066.22;Two Seat Sofa
7110-01-679-2667;530.66;Coffee Table
7110-01-679-2668;530.66;Coffee Table
7110-01-679-2669;1066.22;Two Seat Sofa
7110-01-679-2670;506.05;Coffee Table
7110-01-679-2671;760.18;High Back Executive Office Chair
7110-01-679-2672;760.18;High Back Executive Office Chair
7110-01-679-2673;944.98;High Back Executive Office Chair
7110-01-679-2674;506.05;Coffee Table
7110-01-679-2675;533.78;ConsoleTable
7110-01-679-2676;760.18;High Back Executive Office Chair
7110-01-679-2677;533.78;Console Table
7110-01-679-2678;811.64;Mid Back Executive Office Chair
7110-01-679-2679;760.18;High Back Executive Office Chair
7110-01-679-2680;811.64;Mid Back Executive Office Chair
7110-01-679-2681;811.64;Mid Back Executive Office Chair
7110-01-679-2682;811.64;Mid Back Executive Office Chair
7110-01-679-2685;841.17;Open Arm Guest Chair
7110-01-679-2686;647.88;Open Arm Guest Chair
7110-01-679-2687;841.17;Open Arm Guest Chair
7110-01-679-2689;647.88;Open Arm Guest Chair
7110-01-679-2690;647.88;Open Arm Guest Chair
7110-01-679-2691;647.88;Open Arm Guest Chair
7110-01-679-2692;647.88;Open Arm Guest Chair
7110-01-679-2694;647.88;Open Arm Guest Chair
7110-01-679-2695;682.78;Mid Back Executive Office Chair
7110-01-679-2696;682.78;Mid Back Executive Office Chair
7110-01-679-2697;682.78;Mid Back Executive Office Chair
7110-01-679-2698;682.78;Mid Back Executive Office Chair
7110-01-679-2699;682.78;Mid Back Executive Office Chair
7110-01-679-2700;682.78;Mid Back Executive Office Chair
7110-01-679-2701;682.78;Mid Back Executive Office Chair
7110-01-679-2702;682.78;Mid Back Executive Office Chair
7110-01-679-2703;841.17;Open Arm Guest Chair
7110-01-679-2704;841.17;Open Arm Guest Chair
7110-01-679-3320;1306.94;Three Seat Sofa
7110-01-681-0786;398.27;Skillcraft Desktop Sit-Stand Workstation
7110-01-683-0851;276.78;Exam Stool
7110-01-687-6530;898.26;Desktop Sit-Stand Workstation
7110-01-690-4867;2431.4;Stand Bias Workstation, Adjustable Height Unit
7110-01-690-4868;2484.37;Stand Bias Workstation, Adjustable Height Unit
7110-01-690-4869;2495.24;Stand Bias Workstation, Adjustable Height Unit 
7110-01-690-4870;2420.53;Stand Bias Workstation, Adjustable Height Unit
7110-01-691-5485;176.05;Dual Monitor Arm, Ergonomic, One-Touch Adjustable
7110-01-691-5486;104.44;Single Monitor Arm, Ergonomic, One-Touch Adjustable
7110-01-692-5299;457.13;Skillcraft Desktop Sit-Stand Workstation
7110-01-698-8614;3585.32;Single Pedestal Adjustable Height Desk
7110-01-698-8615;3585.32;Single Pedestal Adjustable Height Desk
7110-01-698-8616;3585.32;Single Pedestal Adjustable Height Desk
7110-01-698-8617;3585.32;Single Pedestal Adjustable Height Desk
7110-01-698-8618;3511.39;Double Pedestal Adjustable Height Desk
7110-01-698-8619;3511.39;Double Pedestal Adjustable Height Desk
7110-01-698-9068;3511.39;Double Pedestal Adjustable Height Desk
7110-01-698-9069;3511.39;Double Pedestal Adjustable Height Desk
7110-01-698-9695;5206.58;U-Shape Reception Desk
7110-01-698-9696;5007.42;U-Shape Reception Desk
7110-01-698-9697;5007.42;U-Shape Reception Desk
